"country","industry","user_type","user_count","time_used"
"Thailand","Healthcare","Content Creator","6","21"
"Kiribati","Healthcare","Designer","6","24"
"Somalia","Healthcare","Researcher","6","33"
"Venezuela","Agriculture","Product Manager","6","25"
"Uruguay","Retail","ML Engineer","6","30"
"Burundi","Government","DevOps Engineer","6","38"
"Austria","Manufacturing","Student","6","38"
"Kiribati","Healthcare","Startup Founder","6","41"
"New Zealand","Retail","Designer","6","56"
"Angola","Media","Marketer","6","24"
"Andorra","Legal","Junior Dev","6","34"
"Mexico","Transportation","Student","6","33"
"Bhutan","Media","Content Creator","6","28"
"Rwanda","Retail","Senior Developer","6","22"
"Uzbekistan","Education","Cybersecurity Analyst","6","37"
"Sweden","Education","Content Creator","6","34"
"Israel","Agriculture","Freelancer","6","37"
"Botswana","Agriculture","Content Creator","6","24"
"Andorra","Tech","Designer","6","26"
"Peru","Manufacturing","Designer","6","14"
"Japan","Transportation","ML Engineer","6","28"
"Central African Republic","Healthcare","Data Analyst","6","44"
"Spain","Retail","Junior Dev","6","40"
"Venezuela","Government","Cybersecurity Analyst","6","28"
"Saudi Arabia","Media","Cybersecurity Analyst","6","37"
"Ivory Coast","Energy","Student","6","33"
"Turkmenistan","Legal","Designer","6","34"
"Costa Rica","Healthcare","Researcher","6","33"
"Guinea-Bissau","Transportation","Content Creator","6","21"
"Madagascar","Healthcare","Senior Developer","6","34"
"Trinidad and Tobago","Healthcare","Marketer","6","30"
"Mali","Finance","Senior Developer","6","26"
"Zimbabwe","Tech","Cybersecurity Analyst","6","31"
"Germany","Healthcare","Content Creator","6","19"
"Djibouti","Energy","Doctor","6","37"
"Mozambique","Agriculture","Designer","6","31"
"Costa Rica","Energy","Content Creator","6","28"
"Gabon","Energy","Doctor","6","37"
"Ecuador","Healthcare","Student","6","18"
"Austria","Finance","Researcher","6","25"
"Burundi","Manufacturing","Student","6","40"
"Denmark","Energy","Content Creator","6","38"
"Jordan","Energy","Government Worker","6","28"
"Niger","Tech","Student","6","41"
"Chad","Legal","Cybersecurity Analyst","6","21"
"Vanuatu","Healthcare","Marketer","6","25"
"Hungary","Agriculture","Content Creator","6","35"
"Uganda","Transportation","Lawyer","6","30"
"Guatemala","Agriculture","DevOps Engineer","6","24"
"Norway","Manufacturing","Marketer","6","29"
"Cape Verde","Healthcare","Product Manager","6","38"
"Norway","Legal","Lawyer","6","47"
"Iraq","Government","Product Manager","6","22"
"Laos","Legal","Government Worker","6","32"
"Brunei","Finance","ML Engineer","6","29"
"Angola","Manufacturing","Content Creator","6","23"
"Bosnia and Herzegovina","Education","Junior Dev","6","17"
"Lithuania","Media","Senior Developer","6","37"
"Japan","Government","Non-Tech User","6","32"
"DR Congo","Healthcare","Non-Tech User","6","30"
"Somalia","Media","Startup Founder","6","40"
"Iraq","Finance","Non-Tech User","6","37"
"Greece","Legal","Teacher","6","37"
"Maldives","Education","Student","6","33"
"Iraq","Energy","Freelancer","6","37"
"Canada","Finance","Product Manager","6","28"
"Belarus","Energy","Non-Tech User","6","43"
"Morocco","Legal","Researcher","6","24"
"Croatia","Retail","Student","6","33"
"Bangladesh","Retail","Marketer","6","21"
"Sri Lanka","Energy","Senior Developer","6","20"
"Vietnam","Media","Cybersecurity Analyst","6","34"
"South Africa","Healthcare","Content Creator","6","27"
"Ivory Coast","Retail","Startup Founder","6","27"
"Laos","Education","Product Manager","6","33"
"North Macedonia","Energy","Lawyer","6","34"
"Ethiopia","Tech","Student","6","32"
"Maldives","Agriculture","Marketer","6","32"
"Venezuela","Education","Cybersecurity Analyst","6","41"
"Lebanon","Transportation","Lawyer","6","32"
"North Macedonia","Healthcare","Senior Developer","6","31"
"Nepal","Finance","Government Worker","6","38"
"DR Congo","Media","Doctor","6","26"
"Vatican City","Tech","DevOps Engineer","6","34"
"Tonga","Agriculture","Lawyer","6","40"
"Togo","Finance","Content Creator","6","27"
"Palau","Finance","Senior Developer","6","18"
"Panama","Manufacturing","Doctor","6","26"
"Greece","Tech","DevOps Engineer","6","24"
"Samoa","Healthcare","Lawyer","6","20"
"Congo","Government","Doctor","6","43"
"Andorra","Transportation","ML Engineer","6","33"
"Zimbabwe","Tech","Startup Founder","6","34"
"Germany","Transportation","ML Engineer","6","25"
"Tunisia","Tech","Junior Dev","6","24"
"Solomon Islands","Healthcare","ML Engineer","6","24"
"Solomon Islands","Transportation","Non-Tech User","6","37"
"DR Congo","Education","Startup Founder","6","42"
"Samoa","Energy","Senior Developer","6","26"
"Vietnam","Energy","Researcher","6","22"
"Angola","Finance","Doctor","6","27"
"Japan","Media","Cybersecurity Analyst","6","24"
"Kuwait","Manufacturing","Marketer","6","25"
"Belgium","Media","Designer","6","40"
"Botswana","Healthcare","Researcher","6","28"
"Serbia","Manufacturing","Product Manager","6","21"
"Burkina Faso","Retail","Government Worker","6","26"
"Ghana","Finance","ML Engineer","6","26"
"Honduras","Healthcare","Doctor","6","41"
"Vatican City","Tech","Freelancer","6","31"
"Australia","Agriculture","Non-Tech User","6","41"
"Qatar","Finance","Product Manager","6","23"
"Kyrgyzstan","Legal","Researcher","6","36"
"Somalia","Tech","Business Owner","6","39"
"Croatia","Transportation","Content Creator","6","32"
"Ivory Coast","Manufacturing","Government Worker","6","37"
"Tonga","Media","ML Engineer","6","39"
"Moldova","Legal","ML Engineer","6","50"
"Bhutan","Retail","Freelancer","6","23"
"Libya","Agriculture","Lawyer","6","40"
"Georgia","Legal","Junior Dev","6","38"
"Zambia","Government","Lawyer","6","32"
"Mauritius","Manufacturing","Doctor","6","34"
"Gambia","Tech","Researcher","6","30"
"Sudan","Energy","Researcher","6","40"
"Norway","Media","ML Engineer","6","36"
"Switzerland","Transportation","Freelancer","6","32"
"Rwanda","Finance","Cybersecurity Analyst","6","28"
"Serbia","Manufacturing","Senior Developer","6","33"
"Czech Republic","Manufacturing","Junior Dev","6","35"
"Uganda","Legal","Freelancer","6","28"
"Colombia","Agriculture","Senior Developer","6","34"
"Kazakhstan","Finance","Product Manager","6","24"
"New Zealand","Manufacturing","DevOps Engineer","6","23"
"Cambodia","Transportation","Business Owner","6","45"
"Egypt","Media","Designer","6","46"
"Haiti","Retail","Researcher","6","40"
"Norway","Tech","Marketer","6","32"
"Central African Republic","Government","DevOps Engineer","6","30"
"Niger","Tech","Content Creator","6","34"
"Mali","Media","Business Owner","6","37"
"Rwanda","Energy","Teacher","6","37"
"Australia","Legal","DevOps Engineer","6","28"
"Egypt","Government","Product Manager","6","25"
"Japan","Education","Doctor","6","22"
"Romania","Finance","Government Worker","6","37"
"Somalia","Retail","Designer","6","30"
"UAE","Legal","Business Owner","6","31"
"Uruguay","Retail","Cybersecurity Analyst","6","22"
"Mauritius","Media","Business Owner","6","32"
"Brunei","Education","Startup Founder","6","23"
"Equatorial Guinea","Media","Freelancer","6","39"
"Cuba","Government","Business Owner","6","35"
"UAE","Finance","Designer","6","31"
"Mozambique","Finance","Student","6","22"
"Tunisia","Agriculture","Senior Developer","6","21"
"Greece","Government","DevOps Engineer","6","26"
"Vatican City","Agriculture","Cybersecurity Analyst","6","44"
"Central African Republic","Transportation","ML Engineer","6","27"
"Gabon","Manufacturing","Junior Dev","6","37"
"Bhutan","Legal","Government Worker","6","29"
"Vanuatu","Education","Product Manager","6","19"
"Spain","Education","Non-Tech User","6","26"
"South Korea","Education","Designer","6","25"
"Hungary","Legal","Student","6","26"
"Mongolia","Education","Business Owner","6","31"
"Sudan","Transportation","Freelancer","6","23"
"Congo","Legal","Senior Developer","6","31"
"Canada","Legal","Startup Founder","6","25"
"Georgia","Agriculture","ML Engineer","6","34"
"Vatican City","Healthcare","Content Creator","6","45"
"Monaco","Tech","Lawyer","6","34"
"North Korea","Energy","Researcher","6","22"
"Italy","Government","Business Owner","6","28"
"Israel","Finance","DevOps Engineer","6","34"
"Sudan","Retail","Designer","6","41"
"Maldives","Manufacturing","Junior Dev","6","25"
"North Macedonia","Government","Data Analyst","6","35"
"Slovenia","Agriculture","Startup Founder","6","43"
"Equatorial Guinea","Retail","Doctor","6","34"
"Nigeria","Energy","Startup Founder","6","31"
"Nigeria","Healthcare","Startup Founder","6","26"
"Senegal","Education","Student","6","32"
"Libya","Media","Designer","6","25"
"Indonesia","Energy","Junior Dev","6","31"
"Ghana","Tech","Lawyer","6","27"
"Georgia","Agriculture","Junior Dev","6","30"
"Myanmar","Retail","Business Owner","6","24"
"Kenya","Finance","Government Worker","6","34"
"Gabon","Legal","Freelancer","6","21"
"Nepal","Manufacturing","Researcher","6","35"
"Luxembourg","Manufacturing","Marketer","6","38"
"Kuwait","Government","Lawyer","6","32"
"Liberia","Finance","Doctor","6","32"
"Turkey","Healthcare","Student","6","39"
"Zambia","Government","Doctor","6","28"
"Australia","Legal","ML Engineer","6","23"
"Sri Lanka","Healthcare","Teacher","6","24"
"Vatican City","Tech","Senior Developer","6","23"
"Poland","Healthcare","DevOps Engineer","6","39"
"Congo","Retail","Content Creator","6","41"
"Estonia","Transportation","Cybersecurity Analyst","6","21"
"Uzbekistan","Manufacturing","Government Worker","6","31"
"Liberia","Tech","Freelancer","6","24"
"Iran","Agriculture","Startup Founder","6","25"
"Iceland","Retail","DevOps Engineer","6","42"
"Cape Verde","Finance","Product Manager","6","35"
"El Salvador","Agriculture","Non-Tech User","6","22"
"Egypt","Transportation","Senior Developer","6","34"
"Burkina Faso","Government","Startup Founder","6","34"
"Qatar","Manufacturing","Senior Developer","6","24"
"India","Finance","Product Manager","6","17"
"Malaysia","Government","Product Manager","6","24"
"Egypt","Finance","Startup Founder","6","39"
"Burundi","Healthcare","ML Engineer","6","42"
"Togo","Retail","Content Creator","6","27"
"DR Congo","Energy","Junior Dev","6","29"
"Algeria","Energy","Cybersecurity Analyst","6","24"
"Central African Republic","Agriculture","Student","6","32"
"Denmark","Government","Freelancer","6","43"
"Angola","Government","Cybersecurity Analyst","6","38"
"Switzerland","Retail","Cybersecurity Analyst","6","28"
"Congo","Manufacturing","Government Worker","6","22"
"Nigeria","Legal","Doctor","6","38"
"Bolivia","Energy","Doctor","6","34"
"Fiji","Tech","Student","6","32"
"Saudi Arabia","Healthcare","Non-Tech User","6","30"
"Ireland","Education","Designer","6","32"
"Bhutan","Finance","Lawyer","6","17"
"Slovakia","Retail","Product Manager","6","27"
"Mauritius","Energy","Teacher","6","35"
"Denmark","Government","Startup Founder","6","30"
"Panama","Healthcare","Doctor","6","33"
"Djibouti","Government","Doctor","6","30"
"Solomon Islands","Legal","ML Engineer","6","26"
"Maldives","Legal","DevOps Engineer","6","29"
"Monaco","Retail","Content Creator","6","33"
"Cyprus","Finance","Startup Founder","6","42"
"Syria","Government","Data Analyst","6","22"
"North Macedonia","Transportation","Content Creator","6","28"
"Kenya","Healthcare","Government Worker","6","30"
"UAE","Retail","Content Creator","6","42"
"Marshall Islands","Agriculture","Student","6","30"
"Kiribati","Media","Junior Dev","6","33"
"Belgium","Tech","Lawyer","6","32"
"Botswana","Media","Senior Developer","6","35"
"Israel","Manufacturing","Teacher","6","36"
"Namibia","Legal","Cybersecurity Analyst","6","28"
"Marshall Islands","Agriculture","Startup Founder","6","25"
"Timor-Leste","Legal","Content Creator","6","41"
"Bhutan","Transportation","DevOps Engineer","6","32"
"Greece","Media","Lawyer","6","22"
"Tajikistan","Retail","DevOps Engineer","6","33"
"Switzerland","Finance","Non-Tech User","6","38"
"Portugal","Agriculture","Data Analyst","6","32"
"DR Congo","Energy","Startup Founder","6","28"
"Moldova","Energy","Data Analyst","6","31"
"Timor-Leste","Government","Government Worker","6","28"
"Turkey","Legal","Government Worker","6","30"
"China","Agriculture","Student","6","20"
"Iraq","Legal","Product Manager","6","42"
"Cape Verde","Retail","Lawyer","6","25"
"Congo","Healthcare","Marketer","6","27"
"Gabon","Manufacturing","Government Worker","6","23"
"Chile","Education","Lawyer","6","32"
"San Marino","Education","Student","6","32"
"Lesotho","Finance","Startup Founder","6","32"
"Portugal","Tech","Researcher","6","30"
"Burkina Faso","Agriculture","Cybersecurity Analyst","6","31"
"Zambia","Agriculture","Senior Developer","6","37"
"Gabon","Energy","Non-Tech User","6","22"
"Hungary","Healthcare","Researcher","6","27"
"Zimbabwe","Media","Junior Dev","6","24"
"Japan","Energy","Cybersecurity Analyst","6","42"
"North Macedonia","Retail","Marketer","6","42"
"Tonga","Manufacturing","Cybersecurity Analyst","6","29"
"Zimbabwe","Agriculture","Marketer","6","26"
"Albania","Transportation","Data Analyst","6","26"
"Mozambique","Manufacturing","Freelancer","6","34"
"Cyprus","Energy","Student","6","26"
"Guatemala","Government","Startup Founder","6","24"
"Namibia","Healthcare","DevOps Engineer","6","31"
"Comoros","Healthcare","Data Analyst","6","25"
"Guinea","Finance","Freelancer","6","34"
"Singapore","Energy","Teacher","6","28"
"Central African Republic","Legal","Doctor","6","29"
"Vanuatu","Finance","Designer","6","42"
"North Korea","Finance","Designer","6","35"
"Iran","Finance","Marketer","6","35"
"New Zealand","Agriculture","Non-Tech User","6","27"
"Micronesia","Retail","Business Owner","6","31"
"Uruguay","Finance","DevOps Engineer","6","33"
"Vietnam","Tech","Cybersecurity Analyst","6","23"
"Romania","Energy","Teacher","6","27"
"Solomon Islands","Legal","Marketer","6","32"
"Guinea-Bissau","Government","Lawyer","6","28"
"Nepal","Education","Government Worker","6","24"
"Philippines","Healthcare","DevOps Engineer","6","44"
"Vatican City","Government","Marketer","6","15"
"Gambia","Legal","Non-Tech User","6","33"
"UK","Retail","DevOps Engineer","6","22"
"Cambodia","Tech","Junior Dev","6","31"
"Burkina Faso","Education","ML Engineer","6","22"
"Nicaragua","Education","Teacher","6","49"
"Chile","Manufacturing","Cybersecurity Analyst","6","35"
"Samoa","Education","Freelancer","6","28"
"Kyrgyzstan","Healthcare","Government Worker","6","27"
"Mozambique","Healthcare","Lawyer","6","27"
"Hungary","Finance","Freelancer","6","17"
"Burkina Faso","Education","Marketer","6","35"
"Finland","Media","Product Manager","6","33"
"Kiribati","Retail","Content Creator","6","33"
"Jordan","Energy","Data Analyst","6","30"
"Honduras","Tech","Doctor","6","38"
"Poland","Tech","Senior Developer","6","35"
"Morocco","Healthcare","Student","6","26"
"Thailand","Manufacturing","Doctor","6","34"
"Tonga","Agriculture","Business Owner","6","37"
"Poland","Retail","Researcher","6","40"
"Cambodia","Healthcare","Government Worker","6","17"
"Timor-Leste","Healthcare","Designer","6","35"
"Belgium","Retail","Cybersecurity Analyst","6","38"
"Venezuela","Tech","Marketer","6","34"
"Bulgaria","Transportation","ML Engineer","6","39"
"Croatia","Transportation","Product Manager","6","41"
"Angola","Finance","Cybersecurity Analyst","6","28"
"Italy","Tech","Data Analyst","6","42"
"Mongolia","Agriculture","Business Owner","6","27"
"Ghana","Tech","Designer","6","23"
"Afghanistan","Transportation","Product Manager","6","29"
"Nigeria","Media","Student","6","28"
"Panama","Energy","Business Owner","6","46"
"Benin","Legal","Junior Dev","6","26"
"Fiji","Retail","Non-Tech User","6","38"
"Greece","Legal","Doctor","6","18"
"Estonia","Tech","Researcher","6","20"
"India","Energy","Marketer","6","34"
"Switzerland","Tech","Content Creator","6","24"
"UAE","Manufacturing","Product Manager","6","19"
"Slovakia","Healthcare","Startup Founder","6","35"
"Fiji","Agriculture","DevOps Engineer","6","35"
"Paraguay","Agriculture","Freelancer","6","29"
"Ireland","Retail","Non-Tech User","6","45"
"Sudan","Agriculture","Student","6","31"
"Bangladesh","Finance","Marketer","6","30"
"Zambia","Legal","Senior Developer","6","26"
"Morocco","Media","Government Worker","6","21"
"Austria","Transportation","Startup Founder","6","38"
"Namibia","Tech","Lawyer","6","36"
"Rwanda","Transportation","ML Engineer","6","39"
"Cambodia","Education","Startup Founder","6","14"
"Switzerland","Media","Content Creator","6","29"
"Palau","Legal","Researcher","6","30"
"Panama","Healthcare","Business Owner","6","36"
"Turkmenistan","Energy","Business Owner","6","23"
"France","Energy","Junior Dev","6","31"
"Laos","Manufacturing","Cybersecurity Analyst","6","35"
"Paraguay","Agriculture","Non-Tech User","6","43"
"San Marino","Tech","Junior Dev","6","24"
"Zambia","Energy","Content Creator","6","29"
"Peru","Retail","Doctor","6","21"
"Sweden","Education","Researcher","6","19"
"Cuba","Legal","ML Engineer","6","34"
"Sudan","Tech","Cybersecurity Analyst","6","29"
"Norway","Retail","Freelancer","6","23"
"India","Retail","Cybersecurity Analyst","6","34"
"Guatemala","Healthcare","Freelancer","6","37"
"Croatia","Transportation","Government Worker","6","41"
"San Marino","Tech","Product Manager","6","43"
"Tunisia","Education","DevOps Engineer","6","19"
"North Korea","Government","Content Creator","6","24"
"Jordan","Manufacturing","Lawyer","6","22"
"Spain","Energy","Marketer","6","27"
"Kyrgyzstan","Manufacturing","Marketer","6","29"
"Eritrea","Government","Cybersecurity Analyst","6","32"
"Tunisia","Manufacturing","Startup Founder","6","35"
"Croatia","Healthcare","DevOps Engineer","6","23"
"Singapore","Finance","Junior Dev","6","33"
"Trinidad and Tobago","Tech","Marketer","6","27"
"Egypt","Energy","Student","6","27"
"Hungary","Manufacturing","Senior Developer","6","33"
"Italy","Tech","Content Creator","6","25"
"Australia","Retail","Senior Developer","6","35"
"Syria","Education","Data Analyst","6","32"
"Bosnia and Herzegovina","Agriculture","Business Owner","6","27"
"Benin","Finance","Product Manager","6","27"
"Turkey","Transportation","Government Worker","6","15"
"El Salvador","Education","Marketer","6","35"
"Peru","Healthcare","Senior Developer","6","43"
"Kyrgyzstan","Tech","Non-Tech User","6","31"
"Malaysia","Government","Teacher","6","33"
"Eritrea","Government","Content Creator","6","33"
"Tonga","Energy","Designer","6","25"
"Guinea-Bissau","Retail","Content Creator","6","30"
"Marshall Islands","Energy","Product Manager","6","30"
"Finland","Legal","Startup Founder","6","31"
"China","Manufacturing","Business Owner","6","29"
"Ghana","Healthcare","Business Owner","6","30"
"Comoros","Retail","Senior Developer","6","43"
"Gabon","Finance","Student","6","25"
"Nigeria","Retail","Senior Developer","6","24"
"Cape Verde","Education","Freelancer","6","36"
"Benin","Tech","Marketer","6","29"
"Bhutan","Education","Doctor","6","37"
"China","Media","Cybersecurity Analyst","6","24"
"Chad","Agriculture","Researcher","6","33"
"Uzbekistan","Education","Senior Developer","6","32"
"Dominican Republic","Energy","Startup Founder","6","19"
"Iran","Healthcare","Designer","6","28"
"Marshall Islands","Energy","DevOps Engineer","6","40"
"UK","Healthcare","Teacher","6","27"
"Libya","Healthcare","Researcher","6","26"
"Ukraine","Healthcare","Government Worker","6","28"
"Liechtenstein","Manufacturing","Content Creator","6","29"
"Mexico","Agriculture","Marketer","6","29"
"Nigeria","Energy","Doctor","6","30"
"Micronesia","Government","Cybersecurity Analyst","6","26"
"Timor-Leste","Government","Teacher","6","17"
"Ireland","Tech","Teacher","6","35"
"Qatar","Finance","Marketer","6","33"
"North Korea","Media","Researcher","6","43"
"Zimbabwe","Transportation","ML Engineer","6","27"
"Qatar","Media","Cybersecurity Analyst","6","34"
"Papua New Guinea","Manufacturing","Government Worker","6","19"
"Jordan","Healthcare","Junior Dev","6","32"
"Estonia","Manufacturing","Content Creator","6","32"
"Finland","Agriculture","Government Worker","6","34"
"Lebanon","Tech","Marketer","6","41"
"Nigeria","Media","Lawyer","6","21"
"Ukraine","Agriculture","Freelancer","6","30"
"Uganda","Retail","Junior Dev","6","31"
"Switzerland","Transportation","Doctor","6","49"
"Montenegro","Finance","Freelancer","6","34"
"Egypt","Manufacturing","Cybersecurity Analyst","6","38"
"Mozambique","Healthcare","Startup Founder","6","16"
"Azerbaijan","Manufacturing","Doctor","6","29"
"USA","Tech","Freelancer","6","31"
"Austria","Retail","ML Engineer","6","34"
"Latvia","Tech","Freelancer","6","41"
"Ghana","Government","Cybersecurity Analyst","6","29"
"Argentina","Tech","Non-Tech User","6","37"
"Romania","Finance","Startup Founder","6","34"
"Chad","Government","Marketer","6","44"
"San Marino","Media","Product Manager","6","26"
"Guatemala","Legal","Lawyer","6","36"
"Netherlands","Energy","Junior Dev","6","39"
"Moldova","Finance","Researcher","6","21"
"Cyprus","Media","Cybersecurity Analyst","6","35"
"Kuwait","Healthcare","Designer","6","37"
"Vanuatu","Transportation","Senior Developer","6","31"
"Fiji","Media","DevOps Engineer","6","35"
"Afghanistan","Education","Teacher","6","36"
"San Marino","Agriculture","Senior Developer","6","39"
"Argentina","Energy","DevOps Engineer","6","41"
"Colombia","Media","Designer","6","26"
"Italy","Healthcare","Senior Developer","6","25"
"Kosovo","Retail","Doctor","6","36"
"Djibouti","Finance","Data Analyst","6","29"
"Burkina Faso","Transportation","DevOps Engineer","6","33"
"Zambia","Government","Freelancer","6","39"
"Samoa","Healthcare","Government Worker","6","18"
"Nicaragua","Retail","Teacher","6","33"
"Equatorial Guinea","Tech","Doctor","6","33"
"Latvia","Agriculture","ML Engineer","6","33"
"Ukraine","Tech","Teacher","6","20"
"Cyprus","Manufacturing","Lawyer","6","32"
"Colombia","Finance","Product Manager","6","28"
"Kazakhstan","Energy","Data Analyst","6","32"
"Nepal","Transportation","DevOps Engineer","6","45"
"Dominican Republic","Tech","DevOps Engineer","6","28"
"Samoa","Education","Startup Founder","6","22"
"DR Congo","Retail","Researcher","6","36"
"Cyprus","Agriculture","Startup Founder","6","29"
"Tunisia","Healthcare","Content Creator","6","30"
"Mexico","Energy","Non-Tech User","6","30"
"Palau","Energy","Government Worker","6","27"
"Botswana","Tech","Startup Founder","6","25"
"Cambodia","Manufacturing","Marketer","6","46"
"Liberia","Media","Designer","6","38"
"Poland","Tech","Cybersecurity Analyst","6","18"
"Morocco","Transportation","Government Worker","6","15"
"New Zealand","Agriculture","DevOps Engineer","6","41"
"Niger","Retail","Government Worker","6","28"
"Togo","Energy","Designer","6","32"
"San Marino","Healthcare","Teacher","6","38"
"Liberia","Education","Senior Developer","6","29"
"Central African Republic","Government","Designer","6","29"
"Sudan","Education","Senior Developer","6","27"
"Ireland","Legal","Product Manager","6","36"
"Djibouti","Finance","Cybersecurity Analyst","6","18"
"Romania","Energy","Business Owner","6","28"
"Singapore","Manufacturing","Doctor","6","27"
"Zimbabwe","Legal","Startup Founder","6","38"
"Namibia","Tech","Designer","6","29"
"Eritrea","Agriculture","Data Analyst","6","30"
"Ivory Coast","Energy","Designer","6","27"
"Armenia","Healthcare","Teacher","6","34"
"Norway","Energy","Senior Developer","6","26"
"Malaysia","Finance","Government Worker","6","20"
"Comoros","Energy","Lawyer","6","21"
"Israel","Retail","Marketer","6","39"
"Romania","Manufacturing","Content Creator","6","32"
"Fiji","Retail","Marketer","6","29"
"Liberia","Agriculture","Student","6","47"
"Albania","Tech","Business Owner","6","41"
"Cambodia","Tech","ML Engineer","6","37"
"Mauritius","Manufacturing","Product Manager","6","28"
"Nigeria","Retail","ML Engineer","6","41"
"Ghana","Manufacturing","Designer","6","27"
"Brazil","Manufacturing","Non-Tech User","6","32"
"Mozambique","Retail","Junior Dev","6","33"
"Tunisia","Legal","Researcher","6","26"
"Marshall Islands","Finance","Freelancer","6","22"
"Kazakhstan","Government","Researcher","6","44"
"Comoros","Transportation","Product Manager","6","39"
"Bulgaria","Energy","Business Owner","6","24"
"Benin","Manufacturing","Freelancer","6","36"
"Nepal","Tech","Designer","6","29"
"New Zealand","Manufacturing","ML Engineer","6","19"
"Kuwait","Media","Teacher","6","21"
"Armenia","Manufacturing","Doctor","6","39"
"Niger","Retail","DevOps Engineer","6","23"
"Congo","Manufacturing","Senior Developer","6","26"
"Mozambique","Healthcare","Senior Developer","6","39"
"Fiji","Manufacturing","Doctor","6","26"
"Mexico","Healthcare","Startup Founder","6","33"
"South Africa","Retail","Junior Dev","6","22"
"DR Congo","Healthcare","Researcher","6","28"
"Netherlands","Manufacturing","Cybersecurity Analyst","6","23"
"Poland","Retail","Lawyer","6","39"
"Djibouti","Manufacturing","Lawyer","6","28"
"Cyprus","Agriculture","Product Manager","6","20"
"Saudi Arabia","Education","Teacher","6","26"
"Lithuania","Agriculture","Student","6","35"
"Lithuania","Manufacturing","Researcher","6","30"
"Monaco","Transportation","Non-Tech User","6","27"
"South Korea","Transportation","Business Owner","6","23"
"Chad","Manufacturing","Data Analyst","6","26"
"Madagascar","Agriculture","Government Worker","6","33"
"Costa Rica","Education","Senior Developer","6","28"
"Senegal","Transportation","Junior Dev","6","22"
"Botswana","Retail","ML Engineer","6","33"
"Sierra Leone","Energy","Marketer","6","26"
"Latvia","Education","Lawyer","6","22"
"Australia","Education","Designer","6","38"
"Portugal","Transportation","Doctor","6","23"
"Haiti","Tech","Researcher","6","34"
"DR Congo","Tech","Senior Developer","6","31"
"Kyrgyzstan","Government","Content Creator","6","36"
"Philippines","Healthcare","Teacher","6","29"
"Solomon Islands","Energy","Product Manager","6","10"
"Nigeria","Tech","Marketer","6","28"
"Fiji","Government","Startup Founder","6","11"
"Uzbekistan","Finance","Startup Founder","6","33"
"Mauritius","Transportation","Freelancer","6","43"
"Argentina","Legal","Researcher","6","17"
"Vanuatu","Retail","Non-Tech User","6","36"
"Central African Republic","Finance","ML Engineer","6","28"
"Romania","Finance","Researcher","6","39"
"Morocco","Government","Startup Founder","6","26"
"Jordan","Education","Non-Tech User","6","30"
"Haiti","Agriculture","Cybersecurity Analyst","6","40"
"Fiji","Legal","Designer","6","32"
"Nigeria","Tech","ML Engineer","6","33"
"Tonga","Media","Researcher","6","32"
"South Africa","Finance","DevOps Engineer","6","41"
"Equatorial Guinea","Education","ML Engineer","6","42"
"Kenya","Legal","Marketer","6","15"
"Kyrgyzstan","Manufacturing","Non-Tech User","6","49"
"El Salvador","Agriculture","Marketer","6","38"
"Mongolia","Education","Designer","6","31"
"Ireland","Media","Senior Developer","6","36"
"Kenya","Finance","Student","6","27"
"Comoros","Tech","Junior Dev","6","27"
"France","Government","Designer","6","32"
"San Marino","Healthcare","Lawyer","6","40"
"Philippines","Agriculture","Content Creator","6","32"
"Colombia","Tech","Cybersecurity Analyst","6","35"
"Marshall Islands","Tech","Teacher","6","39"
"Eswatini","Healthcare","Freelancer","6","33"
"Indonesia","Agriculture","Senior Developer","6","34"
"Vatican City","Healthcare","Freelancer","6","37"
"Central African Republic","Finance","Product Manager","6","27"
"Comoros","Legal","Business Owner","6","19"
"India","Media","Government Worker","6","31"
"Paraguay","Manufacturing","Junior Dev","6","32"
"Croatia","Manufacturing","Marketer","6","20"
"Kiribati","Tech","Freelancer","6","22"
"Botswana","Government","Designer","6","29"
"Vatican City","Legal","Business Owner","6","31"
"Greece","Media","Student","6","38"
"Brazil","Finance","Freelancer","6","28"
"Jamaica","Education","Marketer","6","24"
"Bulgaria","Legal","Teacher","6","36"
"Vatican City","Tech","ML Engineer","6","29"
"Singapore","Education","Content Creator","6","29"
"North Macedonia","Agriculture","DevOps Engineer","6","24"
"Bulgaria","Manufacturing","Student","6","20"
"India","Legal","Designer","6","14"
"Japan","Retail","Startup Founder","6","36"
"Fiji","Agriculture","ML Engineer","6","28"
"China","Manufacturing","Government Worker","6","42"
"Venezuela","Retail","Non-Tech User","6","43"
"Bangladesh","Media","Freelancer","6","25"
"Comoros","Finance","DevOps Engineer","6","34"
"Colombia","Media","Content Creator","6","27"
"Sri Lanka","Retail","Business Owner","6","27"
"South Africa","Retail","Business Owner","6","26"
"Marshall Islands","Government","Business Owner","6","29"
"Indonesia","Finance","Data Analyst","6","41"
"Timor-Leste","Government","Cybersecurity Analyst","6","37"
"Guatemala","Tech","Lawyer","6","28"
"DR Congo","Tech","Freelancer","6","27"
"Switzerland","Manufacturing","Junior Dev","6","31"
"Comoros","Legal","Teacher","6","36"
"Liechtenstein","Energy","Student","6","32"
"South Africa","Agriculture","Cybersecurity Analyst","6","32"
"Belarus","Legal","Business Owner","6","36"
"Norway","Retail","Senior Developer","6","40"
"Vatican City","Education","Senior Developer","6","29"
"Malaysia","Tech","Government Worker","6","22"
